Case,Activity,Timestamp,Resource,System
1185,Make decision,2023-12-07 08:39:57.539,Manager-000001,System2
1186,Make decision,2023-12-07 09:15:02.521,Manager-000004,System2
1186,Make decision,2023-12-07 10:24:04.275,Manager-000004,System2
1187,Make decision,2023-12-07 09:37:30.134,Manager-000002,System2
1187,Make decision,2023-12-07 10:33:00.868,Manager-000001,System2
1188,Make decision,2023-12-07 11:26:00.319,Manager-000006,System2
1189,Make decision,2023-12-07 11:31:45.056,Manager-000004,System2
1190,Make decision,2023-12-07 14:39:03.063,Manager-000004,System2
1191,Make decision,2023-12-07 14:49:54.703,Manager-000006,System2
1192,Make decision,2023-12-07 15:06:28.131,Manager-000002,System2
1193,Make decision,2023-12-07 14:48:57.366,Manager-000005,System2
1193,Make decision,2023-12-07 15:09:21.060,Manager-000004,System2
1194,Make decision,2023-12-07 20:52:05.117,Manager-000001,System2
1195,Make decision,2023-12-07 19:45:03.187,Manager-000005,System2
1196,Make decision,2023-12-07 20:22:39.727,Manager-000006,System2
1197,Make decision,2023-12-07 21:09:37.811,Manager-000004,System2
1197,Make decision,2023-12-07 21:23:28.719,Manager-000003,System2
1198,Make decision,2023-12-07 20:52:33.796,Manager-000003,System2
1199,Make decision,2023-12-07 22:21:05.594,Manager-000003,System2
1200,Make decision,2023-12-07 22:08:52.835,Manager-000002,System2
1201,Make decision,2023-12-08 01:21:11.897,Manager-000001,System2
1202,Make decision,2023-12-08 03:30:54.249,Manager-000006,System2
1203,Make decision,2023-12-08 04:24:26.460,Manager-000002,System2
1203,Make decision,2023-12-08 06:19:02.545,Manager-000001,System2
1204,Make decision,2023-12-08 04:30:09.937,Manager-000003,System2
1205,Make decision,2023-12-08 05:51:53.191,Manager-000005,System2
1205,Make decision,2023-12-08 06:31:18.045,Manager-000005,System2
1205,Make decision,2023-12-08 07:18:07.581,Manager-000003,System2
1205,Make decision,2023-12-08 09:15:25.173,Manager-000001,System2
1206,Make decision,2023-12-08 08:23:36.798,Manager-000006,System2
1206,Make decision,2023-12-08 09:27:06.367,Manager-000005,System2
1207,Make decision,2023-12-08 09:42:09.228,Manager-000002,System2
1208,Make decision,2023-12-08 11:32:19.924,Manager-000003,System2
1208,Make decision,2023-12-08 12:35:13.829,Manager-000003,System2
1208,Make decision,2023-12-08 13:08:19.174,Manager-000002,System2
1209,Make decision,2023-12-08 12:27:18.188,Manager-000002,System2
1210,Make decision,2023-12-08 12:46:18.409,Manager-000004,System2
1211,Make decision,2023-12-08 12:48:36.761,Manager-000002,System2
1212,Make decision,2023-12-08 13:04:37.769,Manager-000005,System2
1212,Make decision,2023-12-08 14:22:39.380,Manager-000003,System2
1213,Make decision,2023-12-08 15:31:33.328,Manager-000002,System2
1213,Make decision,2023-12-08 15:59:37.378,Manager-000005,System2
1214,Make decision,2023-12-08 20:06:49.353,Manager-000004,System2
1215,Make decision,2023-12-08 20:35:16.114,Manager-000006,System2
1216,Make decision,2023-12-08 21:05:56.555,Manager-000002,System2
1217,Make decision,2023-12-08 21:34:35.563,Manager-000005,System2
1217,Make decision,2023-12-08 23:27:37.042,Manager-000003,System2
1218,Make decision,2023-12-08 21:51:39.451,Manager-000001,System2
1218,Make decision,2023-12-08 22:15:39.491,Manager-000001,System2
1218,Make decision,2023-12-08 23:00:01.920,Manager-000001,System2
1218,Make decision,2023-12-08 23:08:56.089,Manager-000006,System2
1219,Make decision,2023-12-08 22:11:46.803,Manager-000003,System2
1219,Make decision,2023-12-08 23:07:10.921,Manager-000005,System2
1220,Make decision,2023-12-08 23:06:33.401,Manager-000002,System2
1220,Make decision,2023-12-09 00:03:41.050,Manager-000006,System2
1221,Make decision,2023-12-09 00:25:17.619,Manager-000001,System2
1221,Make decision,2023-12-11 02:38:07.780,Manager-000004,System2
1222,Make decision,2023-12-09 00:06:50.451,Manager-000005,System2
1223,Make decision,2023-12-11 01:02:04.717,Manager-000002,System2
1223,Make decision,2023-12-11 01:35:22.380,Manager-000006,System2
1224,Make decision,2023-12-11 02:39:45.997,Manager-000006,System2
1225,Make decision,2023-12-11 01:48:15.416,Manager-000006,System2
1226,Make decision,2023-12-11 03:56:03.625,Manager-000002,System2
1226,Make decision,2023-12-11 05:49:45.332,Manager-000006,System2
1227,Make decision,2023-12-11 05:11:27.504,Manager-000003,System2
1228,Make decision,2023-12-11 06:51:55.964,Manager-000006,System2
1229,Make decision,2023-12-11 07:32:45.067,Manager-000004,System2
1229,Make decision,2023-12-11 09:32:53.816,Manager-000005,System2
1229,Make decision,2023-12-11 10:18:52.497,Manager-000001,System2
1230,Make decision,2023-12-11 06:57:25.297,Manager-000004,System2
1231,Make decision,2023-12-11 10:52:32.935,Manager-000005,System2
1232,Make decision,2023-12-11 10:54:42.770,Manager-000004,System2
1232,Make decision,2023-12-11 11:27:51.435,Manager-000005,System2
1233,Make decision,2023-12-11 13:25:54.719,Manager-000005,System2
1234,Make decision,2023-12-11 11:49:26.137,Manager-000002,System2
1235,Make decision,2023-12-11 11:55:33.327,Manager-000001,System2
1236,Make decision,2023-12-11 12:59:38.177,Manager-000003,System2
1237,Make decision,2023-12-11 12:55:19.397,Manager-000002,System2
1237,Make decision,2023-12-11 13:40:58.538,Manager-000006,System2
1238,Make decision,2023-12-11 12:53:22.998,Manager-000006,System2
1239,Make decision,2023-12-11 13:29:43.602,Manager-000004,System2
1240,Make decision,2023-12-11 15:14:27.578,Manager-000006,System2
1241,Make decision,2023-12-11 15:16:50.926,Manager-000005,System2
1242,Make decision,2023-12-11 17:42:47.134,Manager-000006,System2
1242,Make decision,2023-12-11 18:13:22.590,Manager-000001,System2
1243,Make decision,2023-12-11 17:50:16.823,Manager-000004,System2
1244,Make decision,2023-12-11 20:17:16.443,Manager-000002,System2
1245,Make decision,2023-12-11 21:01:11.610,Manager-000002,System2
1246,Make decision,2023-12-11 20:57:17.187,Manager-000003,System2
1246,Make decision,2023-12-11 21:22:46.226,Manager-000004,System2
1247,Make decision,2023-12-11 22:50:45.945,Manager-000006,System2
1247,Make decision,2023-12-11 23:12:05.652,Manager-000003,System2
1248,Make decision,2023-12-11 23:03:42.200,Manager-000002,System2
1248,Make decision,2023-12-11 23:21:56.433,Manager-000004,System2
1249,Make decision,2023-12-12 00:57:17.507,Manager-000004,System2
1249,Make decision,2023-12-12 01:43:19.784,Manager-000003,System2
1250,Make decision,2023-12-12 06:04:49.440,Manager-000003,System2
1251,Make decision,2023-12-12 07:06:59.398,Manager-000005,System2
1252,Make decision,2023-12-12 07:19:31.645,Manager-000004,System2
1253,Make decision,2023-12-12 07:36:42.499,Manager-000005,System2
1253,Make decision,2023-12-12 08:35:06.555,Manager-000002,System2
1253,Make decision,2023-12-12 09:31:35.118,Manager-000001,System2
1254,Make decision,2023-12-12 11:41:41.663,Manager-000002,System2
1255,Make decision,2023-12-12 12:02:04.018,Manager-000006,System2
1256,Make decision,2023-12-12 10:05:38.507,Manager-000005,System2
1257,Make decision,2023-12-12 10:54:28.625,Manager-000006,System2
1258,Make decision,2023-12-12 12:18:44.115,Manager-000004,System2
1259,Make decision,2023-12-12 13:21:49.794,Manager-000004,System2
1259,Make decision,2023-12-12 14:52:58.756,Manager-000004,System2
1260,Make decision,2023-12-12 15:14:51.179,Manager-000003,System2
1261,Make decision,2023-12-12 15:47:45.758,Manager-000005,System2
1262,Make decision,2023-12-12 18:53:53.769,Manager-000001,System2
1263,Make decision,2023-12-12 17:22:20.554,Manager-000005,System2
1264,Make decision,2023-12-12 19:17:00.049,Manager-000002,System2
1265,Make decision,2023-12-12 22:13:20.027,Manager-000001,System2
1265,Make decision,2023-12-12 22:48:04.879,Manager-000001,System2
1266,Make decision,2023-12-12 22:17:04.375,Manager-000002,System2
1267,Make decision,2023-12-12 23:16:29.787,Manager-000005,System2
1268,Make decision,2023-12-13 00:21:07.254,Manager-000004,System2
1269,Make decision,2023-12-13 01:12:56.340,Manager-000001,System2
1270,Make decision,2023-12-13 01:56:39.234,Manager-000006,System2
1271,Make decision,2023-12-13 03:31:55.632,Manager-000003,System2
1272,Make decision,2023-12-13 05:46:11.394,Manager-000004,System2
1273,Make decision,2023-12-13 05:47:26.342,Manager-000003,System2
1274,Make decision,2023-12-13 06:59:57.688,Manager-000005,System2
1275,Make decision,2023-12-13 07:24:48.059,Manager-000001,System2
1276,Make decision,2023-12-13 07:36:10.404,Manager-000003,System2
1277,Make decision,2023-12-13 09:14:48.970,Manager-000002,System2
1277,Make decision,2023-12-13 10:40:06.798,Manager-000004,System2
1278,Make decision,2023-12-13 10:01:07.566,Manager-000003,System2
1279,Make decision,2023-12-13 11:24:01.138,Manager-000002,System2
1280,Make decision,2023-12-13 11:02:42.345,Manager-000003,System2
1281,Make decision,2023-12-13 12:49:05.460,Manager-000003,System2
1282,Make decision,2023-12-13 12:51:50.720,Manager-000006,System2
1282,Make decision,2023-12-13 13:21:43.649,Manager-000006,System2
1283,Make decision,2023-12-13 13:08:36.949,Manager-000001,System2
1284,Make decision,2023-12-13 14:02:21.914,Manager-000006,System2
1285,Make decision,2023-12-13 15:21:01.204,Manager-000001,System2
1285,Make decision,2023-12-13 16:14:29.546,Manager-000006,System2
1286,Make decision,2023-12-13 15:30:16.466,Manager-000006,System2
1286,Make decision,2023-12-13 16:09:49.212,Manager-000004,System2
1287,Make decision,2023-12-13 16:24:04.778,Manager-000003,System2
1288,Make decision,2023-12-13 16:46:03.344,Manager-000005,System2
1289,Make decision,2023-12-13 17:53:21.614,Manager-000003,System2
1290,Make decision,2023-12-13 18:33:50.988,Manager-000004,System2
1290,Make decision,2023-12-13 19:11:28.157,Manager-000005,System2
1291,Make decision,2023-12-13 21:51:24.480,Manager-000001,System2
1292,Make decision,2023-12-13 21:37:44.552,Manager-000003,System2
1292,Make decision,2023-12-13 22:43:22.183,Manager-000001,System2
1293,Make decision,2023-12-13 21:07:28.478,Manager-000004,System2
1294,Make decision,2023-12-14 00:14:35.051,Manager-000003,System2
1295,Make decision,2023-12-14 02:22:02.439,Manager-000004,System2
1295,Make decision,2023-12-14 02:36:32.281,Manager-000002,System2
1296,Make decision,2023-12-14 05:24:17.910,Manager-000004,System2
1296,Make decision,2023-12-14 06:10:54.660,Manager-000002,System2
1297,Make decision,2023-12-14 05:13:02.931,Manager-000006,System2
1297,Make decision,2023-12-14 05:36:01.792,Manager-000005,System2
1297,Make decision,2023-12-14 06:32:53.485,Manager-000001,System2
1297,Make decision,2023-12-14 07:14:50.225,Manager-000006,System2
1298,Make decision,2023-12-14 08:30:08.430,Manager-000006,System2
1299,Make decision,2023-12-14 07:15:18.231,Manager-000004,System2
1300,Make decision,2023-12-14 08:42:09.915,Manager-000001,System2
1300,Make decision,2023-12-14 10:56:35.429,Manager-000002,System2
1300,Make decision,2023-12-14 11:31:13.140,Manager-000003,System2
1300,Make decision,2023-12-14 12:25:09.690,Manager-000005,System2
1301,Make decision,2023-12-14 09:59:55.453,Manager-000003,System2
1302,Make decision,2023-12-14 10:31:58.362,Manager-000004,System2
1303,Make decision,2023-12-14 11:45:55.733,Manager-000003,System2
1303,Make decision,2023-12-14 12:46:25.683,Manager-000001,System2
1304,Make decision,2023-12-14 11:15:04.223,Manager-000004,System2
1305,Make decision,2023-12-14 12:24:24.485,Manager-000001,System2
1306,Make decision,2023-12-14 13:40:32.233,Manager-000003,System2
1306,Make decision,2023-12-14 16:03:55.817,Manager-000005,System2
1306,Make decision,2023-12-14 16:55:03.593,Manager-000004,System2
1307,Make decision,2023-12-14 14:40:04.270,Manager-000003,System2
1307,Make decision,2023-12-14 15:12:54.917,Manager-000002,System2
1308,Make decision,2023-12-14 15:21:29.800,Manager-000005,System2
1308,Make decision,2023-12-14 16:53:25.936,Manager-000002,System2
1309,Make decision,2023-12-14 15:23:05.679,Manager-000001,System2
1310,Make decision,2023-12-14 15:13:10.406,Manager-000006,System2
1311,Make decision,2023-12-14 15:04:35.079,Manager-000003,System2
1312,Make decision,2023-12-14 16:40:24.224,Manager-000005,System2
1313,Make decision,2023-12-14 15:27:47.536,Manager-000003,System2
1314,Make decision,2023-12-14 17:38:45.596,Manager-000003,System2
1315,Make decision,2023-12-14 18:17:06.513,Manager-000004,System2
1315,Make decision,2023-12-14 19:07:30.580,Manager-000002,System2
1316,Make decision,2023-12-14 19:57:43.101,Manager-000005,System2
1316,Make decision,2023-12-14 21:41:33.311,Manager-000002,System2
1317,Make decision,2023-12-14 21:14:22.482,Manager-000006,System2
1318,Make decision,2023-12-14 21:29:45.473,Manager-000001,System2
1319,Make decision,2023-12-14 21:57:10.430,Manager-000004,System2
1320,Make decision,2023-12-14 22:58:59.595,Manager-000006,System2
1321,Make decision,2023-12-14 23:13:06.514,Manager-000003,System2
1322,Make decision,2023-12-14 23:24:50.801,Manager-000001,System2
1323,Make decision,2023-12-14 23:40:38.998,Manager-000003,System2
1324,Make decision,2023-12-15 00:31:34.284,Manager-000004,System2
1325,Make decision,2023-12-15 02:10:14.981,Manager-000004,System2
1326,Make decision,2023-12-15 04:39:09.311,Manager-000005,System2
1327,Make decision,2023-12-15 05:10:23.713,Manager-000004,System2
1328,Make decision,2023-12-15 06:08:39.195,Manager-000006,System2
1329,Make decision,2023-12-15 05:24:08.028,Manager-000003,System2
1329,Make decision,2023-12-15 05:55:07.355,Manager-000003,System2
1329,Make decision,2023-12-15 06:27:21.253,Manager-000006,System2
1329,Make decision,2023-12-15 07:10:44.901,Manager-000002,System2
1330,Make decision,2023-12-15 06:37:43.623,Manager-000002,System2
1331,Make decision,2023-12-15 06:25:47.674,Manager-000003,System2
1332,Make decision,2023-12-15 07:08:57.807,Manager-000003,System2
1333,Make decision,2023-12-15 10:23:43.324,Manager-000005,System2
1334,Make decision,2023-12-15 09:45:09.793,Manager-000006,System2
1335,Make decision,2023-12-15 10:12:16.455,Manager-000004,System2
1336,Make decision,2023-12-15 10:30:48.511,Manager-000003,System2
1337,Make decision,2023-12-15 11:58:35.411,Manager-000003,System2
1338,Make decision,2023-12-15 11:39:57.893,Manager-000005,System2
1339,Make decision,2023-12-15 11:41:36.212,Manager-000003,System2
1339,Make decision,2023-12-15 12:43:26.517,Manager-000006,System2
1340,Make decision,2023-12-15 11:19:09.158,Manager-000003,System2
1341,Make decision,2023-12-15 11:29:35.148,Manager-000001,System2
1342,Make decision,2023-12-15 12:56:31.217,Manager-000005,System2
1343,Make decision,2023-12-15 13:30:14.155,Manager-000006,System2
1343,Make decision,2023-12-15 15:41:53.943,Manager-000002,System2
1344,Make decision,2023-12-15 13:48:54.473,Manager-000002,System2
1345,Make decision,2023-12-15 13:48:25.528,Manager-000003,System2
1345,Make decision,2023-12-15 15:01:04.327,Manager-000004,System2
1346,Make decision,2023-12-15 15:09:47.649,Manager-000003,System2
1347,Make decision,2023-12-15 14:10:39.148,Manager-000006,System2
1347,Make decision,2023-12-15 16:20:30.733,Manager-000004,System2
1347,Make decision,2023-12-15 17:14:08.227,Manager-000005,System2
1348,Make decision,2023-12-15 15:56:30.411,Manager-000004,System2
1349,Make decision,2023-12-15 15:26:56.570,Manager-000006,System2
1350,Make decision,2023-12-15 16:51:22.348,Manager-000005,System2
1351,Make decision,2023-12-15 16:58:53.107,Manager-000001,System2
1351,Make decision,2023-12-15 17:14:57.432,Manager-000001,System2
1352,Make decision,2023-12-15 17:20:39.683,Manager-000002,System2
1353,Make decision,2023-12-15 20:33:38.526,Manager-000004,System2
1353,Make decision,2023-12-15 20:55:46.826,Manager-000001,System2
1354,Make decision,2023-12-15 22:17:29.096,Manager-000006,System2
1355,Make decision,2023-12-15 23:58:56.083,Manager-000002,System2
1356,Make decision,2023-12-18 01:07:11.745,Manager-000006,System2
1356,Make decision,2023-12-18 01:55:34.367,Manager-000003,System2
1357,Make decision,2023-12-18 01:53:34.228,Manager-000001,System2
1358,Make decision,2023-12-18 02:34:03.974,Manager-000001,System2
1359,Make decision,2023-12-18 03:35:40.121,Manager-000001,System2
1360,Make decision,2023-12-18 03:44:55.612,Manager-000005,System2
1360,Make decision,2023-12-18 04:14:53.236,Manager-000001,System2
1360,Make decision,2023-12-18 04:53:33.109,Manager-000003,System2
1360,Make decision,2023-12-18 05:33:10.905,Manager-000005,System2
1361,Make decision,2023-12-18 03:41:02.144,Manager-000004,System2
1362,Make decision,2023-12-18 04:19:16.249,Manager-000004,System2
1363,Make decision,2023-12-18 07:20:09.810,Manager-000002,System2
1364,Make decision,2023-12-18 06:14:20.190,Manager-000004,System2
1365,Make decision,2023-12-18 06:09:30.387,Manager-000005,System2
1366,Make decision,2023-12-18 07:25:34.126,Manager-000001,System2
1367,Make decision,2023-12-18 08:40:39.354,Manager-000002,System2
1368,Make decision,2023-12-18 08:40:01.040,Manager-000006,System2
1368,Make decision,2023-12-18 10:15:52.882,Manager-000006,System2
1368,Make decision,2023-12-18 10:35:51.318,Manager-000003,System2
1369,Make decision,2023-12-18 11:28:50.838,Manager-000002,System2
1370,Make decision,2023-12-18 13:21:35.029,Manager-000005,System2
1371,Make decision,2023-12-18 17:37:42.676,Manager-000006,System2
1372,Make decision,2023-12-18 17:48:00.196,Manager-000003,System2
1373,Make decision,2023-12-18 20:09:26.553,Manager-000003,System2
1373,Make decision,2023-12-18 20:33:59.990,Manager-000002,System2
1374,Make decision,2023-12-18 19:47:36.162,Manager-000005,System2
1374,Make decision,2023-12-18 20:05:31.680,Manager-000006,System2
1375,Make decision,2023-12-18 23:05:09.278,Manager-000003,System2
1376,Make decision,2023-12-19 00:35:11.198,Manager-000006,System2
1377,Make decision,2023-12-19 00:55:41.051,Manager-000005,System2
1378,Make decision,2023-12-19 01:33:08.997,Manager-000001,System2
1378,Make decision,2023-12-19 02:14:50.904,Manager-000004,System2
1378,Make decision,2023-12-19 04:08:07.679,Manager-000006,System2
1379,Make decision,2023-12-19 02:16:49.042,Manager-000006,System2
1380,Make decision,2023-12-19 04:12:43.668,Manager-000003,System2
1381,Make decision,2023-12-19 05:39:55.341,Manager-000002,System2
1382,Make decision,2023-12-19 05:44:04.785,Manager-000006,System2
1383,Make decision,2023-12-19 06:57:32.195,Manager-000001,System2
1384,Make decision,2023-12-19 07:56:32.787,Manager-000002,System2
1385,Make decision,2023-12-19 08:05:23.003,Manager-000006,System2
1386,Make decision,2023-12-19 08:41:07.016,Manager-000003,System2
1387,Make decision,2023-12-19 10:29:00.599,Manager-000002,System2
1388,Make decision,2023-12-19 10:32:46.574,Manager-000005,System2
1388,Make decision,2023-12-19 10:53:06.517,Manager-000001,System2
1389,Make decision,2023-12-19 12:20:20.602,Manager-000004,System2
1390,Make decision,2023-12-19 13:35:25.411,Manager-000004,System2
1390,Make decision,2023-12-19 14:33:12.275,Manager-000006,System2
1391,Make decision,2023-12-19 13:56:19.488,Manager-000004,System2
1392,Make decision,2023-12-19 13:33:44.651,Manager-000005,System2
1393,Make decision,2023-12-19 13:59:21.338,Manager-000006,System2
1394,Make decision,2023-12-19 14:27:39.642,Manager-000002,System2
1395,Make decision,2023-12-19 14:46:39.642,Manager-000001,System2
1396,Make decision,2023-12-19 15:28:32.788,Manager-000006,System2
1397,Make decision,2023-12-19 16:17:35.377,Manager-000002,System2
1397,Make decision,2023-12-19 16:52:18.868,Manager-000003,System2
1398,Make decision,2023-12-19 19:14:03.173,Manager-000001,System2
1399,Make decision,2023-12-19 19:58:19.390,Manager-000006,System2
1400,Make decision,2023-12-19 20:33:57.027,Manager-000001,System2
1401,Make decision,2023-12-19 20:53:32.974,Manager-000003,System2
1402,Make decision,2023-12-19 21:27:00.862,Manager-000006,System2
1402,Make decision,2023-12-19 21:34:48.258,Manager-000003,System2
1403,Make decision,2023-12-19 21:47:03.444,Manager-000005,System2
1404,Make decision,2023-12-19 21:24:17.302,Manager-000002,System2
1404,Make decision,2023-12-19 23:16:02.345,Manager-000004,System2
1405,Make decision,2023-12-19 23:07:21.839,Manager-000001,System2
1406,Make decision,2023-12-19 22:37:41.004,Manager-000002,System2
1407,Make decision,2023-12-19 22:30:40.990,Manager-000001,System2
1408,Make decision,2023-12-20 00:40:04.076,Manager-000004,System2
1409,Make decision,2023-12-20 04:58:48.218,Manager-000003,System2
1410,Make decision,2023-12-20 03:57:15.743,Manager-000001,System2
1411,Make decision,2023-12-20 04:18:25.785,Manager-000005,System2
1412,Make decision,2023-12-20 05:55:14.349,Manager-000005,System2
1413,Make decision,2023-12-20 06:37:05.209,Manager-000002,System2
1414,Make decision,2023-12-20 08:02:21.257,Manager-000001,System2
1415,Make decision,2023-12-20 09:17:38.171,Manager-000002,System2
1416,Make decision,2023-12-20 09:54:58.321,Manager-000004,System2
1417,Make decision,2023-12-20 10:29:04.258,Manager-000005,System2
1418,Make decision,2023-12-20 12:19:46.949,Manager-000005,System2
1419,Make decision,2023-12-20 18:28:37.713,Manager-000001,System2
1420,Make decision,2023-12-20 18:42:07.971,Manager-000003,System2
1421,Make decision,2023-12-20 18:47:07.503,Manager-000002,System2
1421,Make decision,2023-12-20 20:44:51.582,Manager-000004,System2
1421,Make decision,2023-12-20 21:53:09.591,Manager-000004,System2
1422,Make decision,2023-12-20 20:47:30.435,Manager-000003,System2
1423,Make decision,2023-12-20 23:02:52.058,Manager-000005,System2
1424,Make decision,2023-12-20 22:40:12.712,Manager-000004,System2
1425,Make decision,2023-12-20 23:57:59.852,Manager-000003,System2
1426,Make decision,2023-12-21 01:22:10.682,Manager-000004,System2
1427,Make decision,2023-12-21 04:42:37.066,Manager-000006,System2
1427,Make decision,2023-12-21 05:39:23.017,Manager-000005,System2
1428,Make decision,2023-12-21 02:46:14.437,Manager-000004,System2
1429,Make decision,2023-12-21 02:36:01.697,Manager-000001,System2
1430,Make decision,2023-12-21 05:41:57.659,Manager-000004,System2
1431,Make decision,2023-12-21 05:51:35.840,Manager-000003,System2
1432,Make decision,2023-12-21 07:16:12.750,Manager-000004,System2
1433,Make decision,2023-12-21 06:19:03.784,Manager-000001,System2
1434,Make decision,2023-12-21 08:14:02.292,Manager-000003,System2
1434,Make decision,2023-12-21 09:35:40.012,Manager-000002,System2
1435,Make decision,2023-12-21 08:01:34.732,Manager-000001,System2
1436,Make decision,2023-12-21 10:19:10.920,Manager-000004,System2
1437,Make decision,2023-12-21 10:37:35.539,Manager-000001,System2
1437,Make decision,2023-12-21 11:36:08.338,Manager-000004,System2
1438,Make decision,2023-12-21 14:13:26.589,Manager-000001,System2
1438,Make decision,2023-12-21 16:09:34.427,Manager-000002,System2
1439,Make decision,2023-12-21 14:10:28.191,Manager-000004,System2
1440,Make decision,2023-12-21 13:29:57.847,Manager-000006,System2
1440,Make decision,2023-12-21 14:42:21.368,Manager-000002,System2
1440,Make decision,2023-12-21 15:05:17.758,Manager-000001,System2
1441,Make decision,2023-12-21 20:20:08.811,Manager-000005,System2
1442,Make decision,2023-12-21 21:14:41.574,Manager-000003,System2
1443,Make decision,2023-12-22 00:24:48.792,Manager-000005,System2
1443,Make decision,2023-12-22 01:27:30.977,Manager-000006,System2
1444,Make decision,2023-12-22 00:45:26.849,Manager-000002,System2
1445,Make decision,2023-12-22 00:55:33.885,Manager-000005,System2
1445,Make decision,2023-12-22 01:34:30.159,Manager-000003,System2
1445,Make decision,2023-12-22 03:03:18.779,Manager-000006,System2
1445,Make decision,2023-12-22 03:39:57.290,Manager-000001,System2
1445,Make decision,2023-12-22 04:12:45.317,Manager-000005,System2
1446,Make decision,2023-12-22 00:50:53.233,Manager-000001,System2
1447,Make decision,2023-12-22 02:10:32.302,Manager-000001,System2
1448,Make decision,2023-12-22 01:24:12.725,Manager-000003,System2
1449,Make decision,2023-12-22 02:18:08.034,Manager-000005,System2
1449,Make decision,2023-12-22 03:30:21.256,Manager-000004,System2
1450,Make decision,2023-12-22 03:56:06.549,Manager-000003,System2
1451,Make decision,2023-12-22 08:04:16.434,Manager-000004,System2
1452,Make decision,2023-12-22 09:44:44.127,Manager-000005,System2
1452,Make decision,2023-12-22 10:00:43.263,Manager-000003,System2
1453,Make decision,2023-12-22 10:30:43.745,Manager-000003,System2
1454,Make decision,2023-12-22 10:11:35.731,Manager-000001,System2
1455,Make decision,2023-12-22 14:00:35.587,Manager-000005,System2
1456,Make decision,2023-12-22 13:01:51.516,Manager-000003,System2
1457,Make decision,2023-12-22 13:36:30.515,Manager-000004,System2
1457,Make decision,2023-12-22 15:11:03.103,Manager-000003,System2
1458,Make decision,2023-12-22 14:22:40.485,Manager-000005,System2
1458,Make decision,2023-12-22 16:21:03.997,Manager-000006,System2
1458,Make decision,2023-12-22 18:00:13.925,Manager-000001,System2
1459,Make decision,2023-12-22 15:42:26.083,Manager-000004,System2
1460,Make decision,2023-12-22 16:13:41.795,Manager-000001,System2
1461,Make decision,2023-12-22 17:36:26.752,Manager-000003,System2
1461,Make decision,2023-12-22 19:17:54.438,Manager-000003,System2
1461,Make decision,2023-12-22 20:28:29.339,Manager-000001,System2
1462,Make decision,2023-12-22 17:58:59.177,Manager-000002,System2
1463,Make decision,2023-12-22 18:38:44.822,Manager-000002,System2
1464,Make decision,2023-12-22 20:32:47.168,Manager-000001,System2
1465,Make decision,2023-12-22 19:10:29.657,Manager-000002,System2
1465,Make decision,2023-12-22 19:50:53.531,Manager-000004,System2
1465,Make decision,2023-12-22 20:31:16.082,Manager-000004,System2
1465,Make decision,2023-12-22 22:01:31.807,Manager-000003,System2
1465,Make decision,2023-12-22 23:31:53.751,Manager-000004,System2
1466,Make decision,2023-12-22 19:34:26.091,Manager-000002,System2
1466,Make decision,2023-12-22 20:16:56.430,Manager-000005,System2
1467,Make decision,2023-12-22 21:59:21.776,Manager-000005,System2
1468,Make decision,2023-12-22 19:53:08.287,Manager-000006,System2
1469,Make decision,2023-12-22 20:23:36.547,Manager-000005,System2
1470,Make decision,2023-12-22 20:15:06.024,Manager-000003,System2
1470,Make decision,2023-12-22 21:00:23.166,Manager-000003,System2
1471,Make decision,2023-12-22 23:37:41.352,Manager-000001,System2
1472,Make decision,2023-12-22 23:50:02.336,Manager-000002,System2
1473,Make decision,2023-12-23 00:02:52.093,Manager-000001,System2
1474,Make decision,2023-12-23 00:28:54.404,Manager-000005,System2
1474,Make decision,2023-12-25 02:27:28.207,Manager-000006,System2
1474,Make decision,2023-12-25 03:02:25.502,Manager-000001,System2
1475,Make decision,2023-12-23 00:27:37.585,Manager-000001,System2
1475,Make decision,2023-12-25 01:39:33.922,Manager-000006,System2
1476,Make decision,2023-12-25 01:52:31.939,Manager-000004,System2
1477,Make decision,2023-12-25 01:19:03.091,Manager-000001,System2
1478,Make decision,2023-12-25 03:12:27.318,Manager-000005,System2
1478,Make decision,2023-12-25 04:13:19.980,Manager-000005,System2
1479,Make decision,2023-12-25 04:24:47.281,Manager-000006,System2
1480,Make decision,2023-12-25 05:59:48.115,Manager-000006,System2
1481,Make decision,2023-12-25 06:49:45.714,Manager-000005,System2
1482,Make decision,2023-12-25 07:57:26.710,Manager-000006,System2
1483,Make decision,2023-12-25 09:26:37.315,Manager-000001,System2
1483,Make decision,2023-12-25 11:48:30.521,Manager-000004,System2
1484,Make decision,2023-12-25 09:21:40.236,Manager-000004,System2
1484,Make decision,2023-12-25 09:40:00.653,Manager-000003,System2
1485,Make decision,2023-12-25 09:04:20.283,Manager-000006,System2
1486,Make decision,2023-12-25 10:20:06.077,Manager-000005,System2
1487,Make decision,2023-12-25 10:06:59.507,Manager-000001,System2
1488,Make decision,2023-12-25 13:19:09.760,Manager-000002,System2
1489,Make decision,2023-12-25 14:00:53.349,Manager-000003,System2
1490,Make decision,2023-12-25 14:26:54.742,Manager-000005,System2
1491,Make decision,2023-12-25 14:20:56.747,Manager-000004,System2
1492,Make decision,2023-12-25 14:44:39.500,Manager-000006,System2
1492,Make decision,2023-12-25 16:13:34.769,Manager-000004,System2
1493,Make decision,2023-12-25 15:48:07.801,Manager-000003,System2
